date,list,ticker,name,price,score,flags
2026-07-16,momentum,5138.KL,HAP SENG PLANTATIONS HOLDINGS,2.4500,4,TMVRH ✔TV
2026-07-16,momentum,0120.KL,VISDYNAMICS HOLDINGS BERHAD,0.3500,4,TRMRH ✔TV
2026-07-16,momentum,9059.KL,TSH RESOURCES BERHAD,1.2300,4,TRMRH ✔TV
2026-07-16,momentum,6459.KL,MNRB HOLDINGS BERHAD,2.7800,4,TRMRH ✔TV
2026-07-16,early,5280.KL,KIP REAL ESTATE INVESTMENT TRUST,0.8450,6,M+PRVBT
2026-07-16,early,5225.KL,IHH HEALTHCARE BERHAD,8.5300,5,PRVBT
2026-07-16,early,5249.KL,IOI PROPERTIES GROUP BERHAD,3.8900,5,M+PRVT
2026-07-16,early,2488.KL,ALLIANCE BANK MALAYSIA BERHAD,4.8000,5,PRVBT
2026-07-16,early,8206.KL,ECO WORLD DEVELOPMENT GROUP BERHAD,2.1200,5,PRVBT
2026-07-16,early,0259.KL,SNS NETWORK TECHNOLOGY BERHAD,0.5000,5,PRVBT
2026-07-16,early,0024.KL,JAG BERHAD,0.3650,5,PRVBT
2026-07-16,early,5272.KL,RANHILL UTILITIES BERHAD,1.9800,5,M+PRBT
2026-07-16,early,1295.KL,PUBLIC BANK BERHAD,5.2000,4,PVBT
2026-07-16,early,0097.KL,VITROX CORPORATION BERHAD,7.6600,4,PRBT
2026-07-16,reversal,5288.KL,SIME DARBY PROPERTY BERHAD,1.3800,2,UC
2026-07-17,momentum,2089.KL,UNITED PLANTATIONS BERHAD,34.6000,5,TRMVRH ✔TV
2026-07-17,momentum,0251.KL,SFP TECH HOLDINGS BERHAD,0.3200,5,TRMVRH ✔TV
2026-07-17,momentum,0181.KL,AEMULUS HOLDINGS BERHAD,0.3300,5,TRMVRH ✔TV
2026-07-17,momentum,5317.KL,CPE TECHNOLOGY BERHAD,0.9600,5,TRMVRH ✔TV
2026-07-17,momentum,1295.KL,PUBLIC BANK BERHAD,5.2500,4,TMVRH ✔TV
2026-07-17,momentum,0270.KL,NATIONGATE HOLDINGS BERHAD,1.0900,4,TRMVR ✔TV
2026-07-17,momentum,1961.KL,IOI CORPORATION BERHAD,4.5800,4,TRMRH ✔TV
2026-07-17,momentum,5102.KL,GUAN CHONG BERHAD,1.1700,4,TRMRH ✔TV
2026-07-17,momentum,6963.KL,V.S. INDUSTRY BERHAD,0.2300,4,TRMVR ✔TV
2026-07-17,momentum,4324.KL,HENGYUAN REFINING COMPANY BERHAD,1.3500,4,TRMVR ✔TV
2026-07-17,momentum,5126.KL,SARAWAK OIL PALMS BERHAD,5.0300,4,TRMRH ✔TV
2026-07-17,momentum,5012.KL,TA ANN HOLDINGS BERHAD,5.7500,4,TRMRH ✔TV
2026-07-17,momentum,0366.KL,ICENTS GROUP HOLDINGS BERHAD,0.6250,4,TRMRH ✔TV
2026-07-17,momentum,5138.KL,HAP SENG PLANTATIONS HOLDINGS,2.4800,4,TMVRH ✔TV
2026-07-17,early,5209.KL,GAS MALAYSIA BERHAD,5.1900,6,M+PRVBT
2026-07-17,early,0104.KL,GENETEC TECHNOLOGY BERHAD,0.3200,6,M+PRVBT
2026-07-17,early,7160.KL,PENTAMASTER CORPORATION BERHAD,4.9100,5,M+PRBT
2026-07-17,early,5878.KL,KPJ HEALTHCARE BERHAD,3.2100,5,PRVBT
2026-07-17,early,8907.KL,EG INDUSTRIES BERHAD,1.8600,5,M+PRBT
2026-07-17,early,4707.KL,NESTLE (MALAYSIA) BERHAD,93.4400,5,M+PRVT
2026-07-17,early,5151.KL,HEXTAR GLOBAL BERHAD,0.7750,5,M+PRBT
2026-07-17,early,5327.KL,MEGA FORTRIS BERHAD,1.6900,5,PRVBT
2026-07-17,early,0259.KL,SNS NETWORK TECHNOLOGY BERHAD,0.5000,5,M+PRBT
2026-07-17,early,5225.KL,IHH HEALTHCARE BERHAD,8.5000,4,PRBT
